ID	EMOTION
1238956805608390658	optimism
1236430675500285952	non optimism
1227317950878711808	non optimism
1260298705275666437	non optimism
1238432909998129159	non optimism
1216020022822236165	optimism
1238167710707732485	non optimism
1312161892211675141	optimism
1237505171204132864	optimism
1254541329306091522	non optimism
1239687272058032130	non optimism
1242572259769925650	optimism
1274408918412861449	non optimism
1242767857731031040	optimism
1256327008939728897	optimism
1236073646881492992	non optimism
1226934285317345281	optimism
1260258266816315402	optimism
1243602228444835841	non optimism
1243560230732140546	non optimism
1234258852649951234	non optimism
1271191033880236032	optimism
1243586276604821504	non optimism
1243579214990893058	optimism
1227995939924856832	optimism
1291136436989722625	optimism
1253792769803464709	optimism
1253704425287364608	optimism
1256349540858368005	optimism
1332769937077649408	non optimism
1226177476499574786	optimism
1264576631760474114	optimism
1264065877789548544	optimism
1227204913178071040	optimism
1311066458143813633	optimism
1241121266314219521	non optimism
1247460479519211520	optimism
1246750802972205061	optimism
1246570477860069376	non optimism
1240055576127660032	optimism
1229075079130042369	non optimism
1241122674593738754	optimism
1233899255393329156	optimism
1253952013697552384	optimism
1261677115533074432	optimism
1280578750707494912	non optimism
1295433480382427136	non optimism
1258521762867765249	optimism
1269015595258834944	non optimism
1335691563264057344	non optimism
1262157483629576194	optimism
1243951780544815104	non optimism
1271224207012007936	optimism
1240005618230059011	non optimism
1276494432003674112	non optimism
1313252968968323072	non optimism
1259557147223953409	non optimism
1246214288383107074	non optimism
1242207427635765248	optimism
1268647086087495682	optimism
1237816925654257672	non optimism
1270367655766233088	optimism
1284565217532313600	optimism
1237939798880419843	non optimism
1231787269717184513	optimism
1267907598138867716	optimism
1253094911471161346	optimism
1248732122061422597	non optimism
1248033994936946688	non optimism
1228081749491666945	optimism
1261432023417151489	optimism
1258102394958774276	optimism
1235343635979390976	non optimism
1266078070089408517	non optimism
1259240160102883328	non optimism
1295083485296820226	optimism
1259619295182675968	optimism
1287374514200940544	optimism
1263984025376604162	optimism
1239959721332756481	non optimism
1243915674230992897	non optimism
1237919210677981184	non optimism
1239987764655017986	non optimism
1229732295440990210	non optimism
1243734983925100545	optimism
1257666970427719681	non optimism
1334267569780510723	non optimism
1239696013348212736	non optimism
1238600576117637120	non optimism
1251628110057005065	non optimism
1231262289547931648	non optimism
1267390647507402752	optimism
1231087420281458688	non optimism
1264430143621210112	non optimism
1246584271869018118	non optimism
1243709574038814721	non optimism
1235315104708792326	non optimism
1271918993763418120	non optimism
1241858448612089858	optimism
1234506417530339329	optimism
1247809146230951936	non optimism
1254536494062149632	non optimism
1255267037447938050	optimism
1246580610090614786	non optimism
1253305295834615809	optimism
1227310741671366656	non optimism
1256638993757802497	optimism
1240891338951925761	optimism
1260342436511055874	non optimism
1275700189945364483	optimism
1246573318309842944	optimism
1260870567466598400	optimism
1319749112527540225	non optimism
1248028916922662917	optimism
1317895086349471744	non optimism
1264514814895886338	non optimism
1253791175816941569	optimism
1238593959179542530	optimism
1301680914645364737	non optimism
1289849587650314240	non optimism
1242955844276432898	optimism
1246567418115371009	non optimism
1237121939979808771	non optimism
1244761698713702405	non optimism
1261432777859379201	non optimism
1240760004132524033	optimism
1264439084321255424	non optimism
1241345130163916801	non optimism
1238929927287844865	optimism
1254253674051887105	optimism
1227566477072457728	optimism
1260302298607206412	optimism
1285909344199020551	optimism
1249013526330368001	non optimism
1237859626084782082	non optimism
1231354071468036097	non optimism
1271206004282109952	optimism
1240199672414732288	optimism
1226991819017379840	non optimism
1331676548882165760	optimism
1229122236336017409	optimism
1324833021783089155	optimism
1312532141587132416	non optimism
1243917656048013313	optimism
1244407637216759814	non optimism
1243752296476897280	non optimism
1258851482071437314	optimism
1232748832536104962	optimism
1241371466043723777	non optimism
1229750859967401984	non optimism
1313255830972588032	non optimism
1228424615690678272	optimism
1333867267206111235	optimism
1313259211783106561	optimism
1246213755203133441	optimism
1248362252824203266	non optimism
1333485596623429633	optimism
1232745867309932552	non optimism
1263960810671542284	non optimism
1245640487689576448	optimism
1335328018206617600	non optimism
1258510114526380032	optimism
1260325739741745152	non optimism
1256356760664694784	optimism
1231239931152019456	non optimism
1230898630313140227	non optimism
1255264541480542209	optimism
1242229190998491143	non optimism
1243575868871434242	non optimism
1256340043397951488	optimism
1264437216308277250	non optimism
1243532243282296832	optimism
1241064300220948482	optimism
1292481676656795649	optimism
1335195829917765632	non optimism
1241283216700583938	non optimism
1271168515677044736	optimism
1261733499737784322	non optimism
1253065540278472705	optimism
1242951075419820033	optimism
1253064278879371264	optimism
1324465651197640711	non optimism
1246639212876771328	non optimism
1243685212917239815	non optimism
1237893747930574849	non optimism
1284477731976118273	optimism
1284207212571893760	non optimism
1253077439779135489	optimism
1260279130270113794	optimism
1253105299143176193	optimism
1230182297468432385	optimism
1302291122153230339	non optimism
1261009976555974664	optimism
1261665247418556416	optimism
1248036328610004992	optimism
1239290024107139072	non optimism
1242937817929371654	non optimism
1243238241232392200	optimism
1295430452023644167	optimism
1226952322925895681	non optimism
1258482678476627971	non optimism
1233540394752843777	non optimism
1235297937057603585	non optimism
1242590164821651457	optimism
1238959952452112391	optimism
1274699343161745410	non optimism
1246587024787767298	optimism
1318601019652268035	non optimism
1248246131957452803	optimism
1335692908217962497	non optimism
1271221281967542272	optimism
1237866040664584198	non optimism
1266877232712163328	non optimism
1271903463711166465	optimism
1287504966475583488	non optimism
1262853438028877834	optimism
1240283320329490433	non optimism
1260955703113547776	non optimism
1260330801327149069	optimism
1258839265762398208	optimism
1267506159075971076	non optimism
1243683090100137984	non optimism
1253458167163351040	optimism
1305250551752425474	optimism
1235244749696704514	non optimism
1238633309443428353	non optimism
1240268221367734272	non optimism
1226890101835386880	optimism
1260336489143074819	optimism
1241866971748003841	non optimism
1259950568828698624	optimism
1241867707949240333	optimism
1242736484118958083	optimism
1246603438445617152	non optimism
1271171013926150145	non optimism
1229416698782113792	optimism
1243252366872371201	optimism
1246556479446028288	non optimism
1242232348856463363	non optimism
1271892096941559809	optimism
1326599846422261760	optimism
1311391571468836865	non optimism
1262794817735622658	optimism
1264883918454640643	non optimism
1317541261700698112	non optimism
1277324892262801408	non optimism
1254192910041403393	optimism
1259865814376812545	optimism
1237497935232974848	non optimism
1253097616545583106	optimism
1246749902958403585	optimism
1311091542870827009	optimism
1274125875613765632	non optimism
1239216772890243072	non optimism
1228410880938954753	optimism
1243744677385437190	non optimism
1228197467411271680	optimism
1272253088686989312	non optimism
1256337886003073025	optimism
1241026446543458305	optimism
1244407775238725632	non optimism
1242564416866062336	optimism
1254874407039893505	optimism
1237435872070340608	non optimism
1243170960930410497	non optimism
1244410327799865344	non optimism
1320482518387351553	non optimism
1322978469727391746	non optimism
1237061658905841665	optimism
1229469255097356288	non optimism
1283400215383465984	non optimism
1272894003017592836	non optimism
1244689704542298112	non optimism
1261619950587981824	optimism
1245459473243811841	optimism
1267597275250995201	non optimism
1285614814476279813	optimism
1267507729737887745	optimism
1236428656659951616	non optimism
1243801682397421571	non optimism
1241121460795486209	optimism
1246566710255194112	non optimism
1226831201492766720	non optimism
1233539285007192067	non optimism
1242568535412477952	optimism
1226914724668833793	optimism
1240770792448765952	non optimism
1239694280949628933	optimism
1248730004524957696	non optimism
1271172732315672576	optimism
1236915829213548544	non optimism
1242573192687955970	optimism
1245026843092119553	non optimism
1246219560648241152	optimism
1271172080478949376	optimism
1246938594142535680	optimism
1243754279502045184	optimism
1267171347693572096	non optimism
1247311868055748610	optimism
1244579351720382465	non optimism
1243440613154004993	optimism
1246576222760587264	optimism
1243950984159735808	non optimism
1240011170360295427	non optimism
1229507941620944897	optimism
1264504811896090626	non optimism
1322575455174754304	optimism
1285635655033217027	non optimism
1320784315115065345	non optimism
1240757417824129025	optimism
1267099838098935811	optimism
1244594192585637888	non optimism
1231953492165545984	non optimism
1262802441625571331	optimism
1330229526216011777	non optimism
1301262437023391752	non optimism
1225581011066589184	optimism
1266459295689977857	non optimism
1296176420108943361	optimism
1280281802997927937	non optimism
1261717950173777922	optimism
1238424014931898368	optimism
1334703239028219907	non optimism
1264519652060925952	optimism
1335222810101342211	non optimism
1247670125827952640	optimism
1233587741675458560	non optimism
1254173424664170496	optimism
1285688502378614784	optimism
1241874608233558016	optimism
1268168862626795520	non optimism
1239690825736609792	optimism
1323663265801494528	non optimism
1252443196300427264	non optimism
1264162923209003009	non optimism
1284031131508146176	optimism
1263986328259244033	optimism
1245609303408443393	optimism
1244748060799971332	non optimism
1259961257169387527	non optimism
1271581763689734152	non optimism
1236433824738881536	non optimism
1227252513952260096	optimism
1245412968092729345	optimism
1229714014105718784	non optimism
1233094592632967168	non optimism
1324767143473369091	optimism
1251972882353119232	optimism
1261361918511656960	non optimism
1243533773062447106	non optimism
1240276976574791680	non optimism
1238599876637687808	non optimism
1249118745311809536	non optimism
1229441485755449344	non optimism
1227238469652496387	optimism
1254193146239553536	optimism
1333837792678297600	non optimism
1248157292727599104	optimism
1225751530055204865	optimism
1256689967813836804	optimism
1272927018028609537	optimism
1271168615279198208	non optimism
1264061711075741697	non optimism
1262169896798031874	non optimism
1259961191557971968	non optimism
1313147613819015173	non optimism
1282644857966796800	non optimism
1253057988106960896	optimism
1234537518084841479	optimism
1237869703621533697	non optimism
1322594054253654017	non optimism
1271170870157938709	optimism
1232906269108903937	non optimism
1324745888099635202	non optimism
1243750086758158337	optimism
1237427162652819456	non optimism
1291119196445835266	non optimism
1230828887933886465	optimism
1227451379075121152	non optimism
1260705950408806401	non optimism
1251507113689526273	optimism
1242825231959388161	optimism
1316834900012675093	non optimism
1239211272555630592	non optimism
1244043212148346892	non optimism
1305954421759762433	non optimism
1262143045564272648	non optimism
1226925594413236228	non optimism
1240763127752536064	non optimism
1237882411460866050	non optimism
1258838619847946242	optimism
1240192724873158657	non optimism
1228239076261629952	non optimism
1292488147578818560	non optimism
1244413078143258624	non optimism
1258891144697708546	non optimism
1295107207273623559	non optimism
1264300067168518144	optimism
1241122008739569670	optimism
1246717278277771269	optimism
1315301034500255745	non optimism
1258832205113176064	optimism
1320762919752241153	non optimism
1260701106218438658	non optimism
1226861969573056512	optimism
1247304302651150337	non optimism
1227315621244940289	non optimism
1271177713970184197	optimism
1238585068341407745	optimism
1258181757414891523	optimism
1227086308234928129	non optimism
1264438638173212674	non optimism
1285920836705116160	non optimism
1229712282818686976	optimism
1252356784544575489	non optimism
1246939735051862021	non optimism
1225737827612270592	optimism
1274597925184626689	non optimism
1254537792069173249	optimism
1277550382529409024	optimism
1271230533578756096	optimism
1263929463131299842	optimism
1334266501730164736	non optimism
1271802186213855233	non optimism
1244772140538368000	non optimism
1294380802004979712	optimism
1247669648390225920	optimism
1242760346290421762	non optimism
1237093453332451328	non optimism
1253824860788310018	optimism
1261352011674447872	optimism
1235332800854839297	non optimism
1225767173190234114	optimism
1248362024511377409	optimism
1236333809416712193	non optimism
1236961091789434887	non optimism
1333546425515462665	non optimism
1248747983589556226	non optimism
1248364523150589952	optimism
1239684349278052353	non optimism
1251986554572210176	optimism
1229791979468402688	optimism
1260689279891668998	optimism
1259959475018051590	optimism
1262163805179645952	non optimism
1228244054996967424	optimism
1243042870640160768	non optimism
1271161913926455298	optimism
1245720347929788416	optimism
1285591578959118336	optimism
1249846960498061313	optimism
1226925257807757313	optimism
1243816805879156736	optimism
1245677669808775168	non optimism
1261426748631052289	optimism
1252732364343488512	optimism
1236070800291053568	non optimism
1231207598424313856	non optimism
1313260719719288833	non optimism
1272209826395811840	optimism
1253765743201656835	non optimism
1329546261855342594	non optimism
1243638364294832128	non optimism
1250886976053678083	non optimism
1267189594484867072	optimism
1262500647934373888	optimism
1246875480373874689	optimism
1253065475317133313	optimism
1240244378779729920	non optimism
1252381178817986561	optimism
1245581738744537088	non optimism
1245862480728842242	optimism
1243689146830467072	non optimism
1243845664150368263	non optimism
1300829099158634504	optimism
1260961310864523264	optimism
1243687608468647936	non optimism
1305656176743505927	non optimism
1242230767926882313	optimism
1240010221734580230	non optimism
1228427603079520262	optimism
1271172751785590795	optimism
1242567811660238848	optimism
1274009493408489474	optimism
1227206781362794496	optimism
1256357783190016001	optimism
1258963179343876096	non optimism
1253080488681578498	optimism
1244767368255062022	non optimism
1326635616432496641	non optimism
1241122546176622592	optimism
1226994296747778049	optimism
1310620674931785734	optimism
1243662947156725760	non optimism
1252734087908990982	optimism
1239177860407070722	non optimism
1247303999079907328	non optimism
1228407097068589057	non optimism
1268550986198638597	non optimism
1241141880915664896	non optimism
1226174730215903233	non optimism
1258827895813951490	optimism
1235679651676200965	optimism
1282761398242758660	non optimism
1259553463106600961	optimism
1230458214401093633	optimism
1255241219992666115	optimism
1270791746134425602	optimism
1240364532180156416	non optimism
1258056426385281033	optimism
1240394186920275970	optimism
1264439478304886790	optimism
1267136269215301632	non optimism
1229097031827935232	optimism
1233172770265030656	non optimism
1269036615571320833	non optimism
1234892527083364352	optimism
1270036675909971970	optimism
1264439401960148999	optimism
1239986192428523520	non optimism
1243581484889448448	optimism
1260298049320034304	optimism
1230982069301329920	optimism
1260286428157796355	optimism
1258513854272659457	optimism
1241085769600487424	non optimism
1284492919609622530	non optimism
1271668455318536192	non optimism
1228690303776968705	non optimism
1274055079990104064	optimism
1242335408656019458	non optimism
1321942488282783751	non optimism
1229884067644088321	non optimism
1244770900584460288	non optimism
1267479878644969472	optimism
1239174713282367489	optimism
1245609742124240896	optimism
1233169527686520833	non optimism
1224729249317380097	optimism
1252371096256475136	optimism
1237692555434897408	optimism
1237864444597645312	non optimism
1301870408543744005	non optimism
1237062596391362560	non optimism
1228095203149582337	optimism
1260963374344687616	non optimism
1234485995392970752	non optimism
1261736002030391299	optimism
1305290034623307778	optimism
1239185520183447552	optimism
1245185364408422400	optimism
1301834619621445633	optimism
1260899098821083136	optimism
1257769309788610561	non optimism
1238946792752009217	non optimism
1231646474255183883	non optimism
1311710182334959616	non optimism
1242949518846570502	optimism
1313259875464478721	optimism
1246558946275594241	optimism
1259616140671713281	non optimism
1242236525284384771	optimism
1331625611379560449	non optimism
1271188226636754946	non optimism
1227573870170763269	optimism
1226611066051973121	non optimism
1260684999080067072	non optimism
1246937828430413826	optimism
1239985707957051401	non optimism
1264300068590379008	optimism
1256326815838134273	optimism
1264437085928333312	non optimism
1261659721326448641	optimism
1241127855125401600	non optimism
1231993768749957120	non optimism
1271201684786745346	optimism
1280633847709761536	optimism
1227366885701718016	optimism
1259604261421408256	non optimism
1245787017088241667	optimism
1260935947581095936	optimism
1242918258799300608	non optimism
1236431562964709376	non optimism
1254304901498372096	non optimism
1313254528930779140	non optimism
1311249640323461126	non optimism
1239943812232941581	non optimism
1237523981625769984	non optimism
1246559633990443010	optimism
1225870081323753472	optimism
1242960654203596800	optimism
1240828065074143235	non optimism
1242601824269619201	non optimism
1301877425597448193	optimism
1246201036181651456	non optimism
1239942174747152386	non optimism
1240782996216709121	non optimism
1327369421925576705	non optimism
1271198044319551493	non optimism
1253061598916284416	optimism
1280926167193858048	non optimism
1314170297273196545	non optimism
1232895151405662214	optimism
1248384745379000321	optimism
1225549608320937986	non optimism
1240982096157347840	optimism
1253815988052787201	non optimism
1261661477150363648	optimism
1246943197089222656	non optimism
1246426584845897730	optimism
1286324937188204547	optimism
1328107403779469322	non optimism
1294674472331444226	non optimism
1229182344420044800	optimism
1246339652212199427	optimism
1245572552589594624	non optimism
1253088723681579008	optimism
1236427367544954882	non optimism
1255202212000776193	non optimism
1324768330847309827	optimism
1261590080382263296	non optimism
1271176553850904583	non optimism
1280524612384600064	optimism
1259588029259358208	non optimism
1242570377244684289	optimism
1266122135560388608	optimism
1254531871540682757	optimism
1261492436628578305	optimism
1265368356355362816	non optimism
1241853587673604096	non optimism
1247990754267422720	non optimism
1242946654719758337	non optimism
1235680637928894464	non optimism
1236076589743472640	non optimism
1271890241184464898	optimism
1267504988634349569	optimism
1289667797698584576	optimism
1235680394869174288	non optimism
1280275199661916167	optimism
1240036937206861824	non optimism
1231730068054917120	non optimism
1285420112472944642	optimism
1238540043943153664	non optimism
1242529445002588163	non optimism
1243795440522280960	non optimism
1236235199417061377	optimism
1247279581532499968	non optimism
1266413993066889222	optimism
1283192540955475968	non optimism
1263601594475491328	optimism
1301267404345942016	non optimism
1313257526574542849	optimism
1312777174680821761	non optimism
1335010083089108992	non optimism
1226882683151712256	optimism
1251648919471357955	optimism
1335332063843672069	optimism
1285916204830351363	optimism
1258507784733118465	optimism
1244145431174471682	non optimism
1239308879953113088	non optimism
1332399477873803265	non optimism
1271840570676252672	optimism
1230566540635930624	non optimism
1261048142142701568	optimism
1336778050348802048	non optimism
1230580151433515013	optimism
1243874115792052228	non optimism
1235320932933259268	optimism
1238952642564386816	non optimism
1264498150892621824	non optimism
1246213223675768832	non optimism
1242567603182157824	non optimism
1312763560720773128	non optimism
1284538447143727105	non optimism
1234217191790301187	non optimism
1233325869915045894	non optimism
1258163629083570181	optimism
1267153010809077761	non optimism
1239997640898641922	non optimism
1234149100959911936	non optimism
1263404208138616832	non optimism
1246935905539063808	non optimism
1246530629812006914	non optimism
1253077338679631879	optimism
1313254489676279813	non optimism
1264473452909641733	non optimism
1244404748603854848	non optimism
1245423860608053254	optimism
1238590839577665537	optimism
1246582491512799233	non optimism
1238963119998799881	non optimism
1242947642449178634	optimism
1244193967731806214	non optimism
1273649697651978240	optimism
1263964306670002177	optimism
1285637451428646914	non optimism
1243697262737395714	optimism
1226930406819270656	non optimism
1255179217748230149	optimism
1241868101546921984	non optimism
1260308627623161857	optimism
1245587136054579201	non optimism
1255248560985124871	non optimism
1230552970095316993	non optimism
1335342293818216461	non optimism
1239701628422365184	optimism
1314290614767357953	non optimism
1241476709758763008	optimism
1240763833377054723	optimism
1285545707022086145	non optimism
1253067310799171586	optimism
1240713918760103936	non optimism
1238367365093560321	non optimism
1243546010820935680	non optimism
1244186672679583745	optimism
1242597886346444800	optimism
1233838751547187200	non optimism
1324944186735521797	non optimism
1237864921238401024	non optimism
1253794714127609856	optimism
1329927183289131010	non optimism
1235676579642191873	non optimism
1242237186042404867	optimism
1285787825682518018	non optimism
1245893249975431170	non optimism
1236076190286270465	non optimism
1254890744680255490	optimism
1239296620392480769	non optimism
1253107507146473475	optimism
1242943675728101378	non optimism
1305765258427072512	non optimism
1267506269621047303	non optimism
1245824790503600128	non optimism
1231587463585337350	non optimism
1241867064043765761	optimism
1325920427949117440	optimism
1242234303217459200	optimism
1330269434209050624	non optimism
1242849831988723713	non optimism
1246575059570958342	optimism
1260963720353759234	optimism
1246934638146269185	optimism
1233535092758282242	non optimism
1257769209616125952	optimism
1287172794397073408	non optimism
1229676032501915649	non optimism
1254176608333651968	optimism
1294274861024436225	non optimism
1262129927433990150	optimism
1234502924396584962	non optimism
1263224430274260994	optimism
1247406558444576768	optimism
1246581993606807552	non optimism
1243580671144136704	optimism
1323360733820837890	non optimism
1252738528607436800	optimism
1268693989445828613	optimism
1263193522355818503	optimism
1291823023461466113	non optimism
1247570151064637442	optimism
1264437820141252609	optimism
1226628633390747648	optimism
1238594309647142919	non optimism
1246936137308033025	non optimism
1228980305979203584	optimism
1241122741182517250	non optimism
1284261257910947840	non optimism
1289671368833814529	optimism
1247426180627587072	non optimism
1246757038136459264	optimism
1313252462074179584	optimism
1228373891900485632	non optimism
1237504627282784256	non optimism
1243524763789606915	optimism
1229161706896576512	non optimism
1230009301957255169	optimism
1236865452606918661	optimism
1261680426755796995	non optimism
1231317767598551041	non optimism
1226845773351940097	optimism
1276458695245860864	optimism
1266737398991519744	non optimism
1271858796831346690	non optimism
1245442580097036288	non optimism
1284486357876867072	non optimism
1241133209280286722	non optimism
1286300038814216197	non optimism
1229157657447215106	optimism
1250560139159121921	non optimism
1248187002345963520	non optimism
1262155979652767747	non optimism
1252381170781712390	optimism
1260284193063555073	optimism
1232987013621698561	non optimism
1248810624693538817	non optimism
1253789943010340864	optimism
1228971407117340675	non optimism
1263540332165304322	optimism
1264518193718202368	non optimism
1233885048153223169	non optimism
1232361390033133569	optimism
1230995174542671872	non optimism
1242591683155378176	optimism
1244751576411049986	non optimism
1268656968576774154	optimism
1248335427850743808	non optimism
1303410584260673537	non optimism
1255255505691447296	non optimism
1235601651328835584	optimism
1301538453943980032	optimism
1324451016595701760	non optimism
1260993067529711618	non optimism
1240926230746001411	non optimism
1320428235910504448	non optimism
1252713932567044099	optimism
1248033220320518149	optimism
1237923560959512576	non optimism
1294703379667705858	optimism
1268221187907366914	optimism
1242942938910523401	non optimism
1231456523504816129	optimism
1231312919952003073	optimism
1251617614465576960	non optimism
1233318879335604225	non optimism
1253107437063847936	optimism
1273647691008966662	optimism
1228352009603911680	optimism
1261592203887095809	optimism
1249111376636702721	optimism
1253072177114615814	non optimism
1260325905462726656	non optimism
1242580715495194624	optimism
1247254636064636935	non optimism
1329166911427530752	non optimism
1272192282263818240	optimism
1246877135458844673	optimism
1271171513119629314	non optimism
1256704939444879362	optimism
1236696376563716097	non optimism
1237835033144168448	non optimism
1271197730338209798	non optimism
1271400829619023872	non optimism
1286338726663258113	optimism
1236684453688283137	non optimism
1257324390099779587	optimism
1249473066201223168	non optimism
1260325192166858752	optimism
1245647318835027968	optimism
1237880353844375552	non optimism
1244754950003064833	optimism
1237507389416525824	non optimism
1240728916802719744	non optimism
1260711806609342471	non optimism
1271921234247184384	non optimism
1227075554718994433	optimism
1251619357609701376	non optimism
1263168654801342464	non optimism
1324728076526362625	non optimism
1263500020487270400	optimism
1231509819820916737	non optimism
1267308887969054725	optimism
1234265104960475137	non optimism
1284825707139477504	optimism
1301295096575307776	optimism
1246931832785915904	optimism
1324125587372462080	non optimism
1240378750392586241	non optimism
1244755093758644224	non optimism
1227284133853966336	non optimism
1285696603173658624	optimism
1271185785996410881	optimism
1264437564913733632	non optimism
1236953252563791874	non optimism
1227208020179836929	non optimism
1243868470665555969	optimism
1245457769160982534	optimism
1250555317185847296	optimism
1236871099721420800	non optimism
1237134760075563012	non optimism
1235715454452125697	non optimism
1236424396966944768	optimism
1251611354403766272	optimism
1264438516903264256	non optimism
1243017105668177920	non optimism
1333177766737481728	non optimism
1240904636917092353	optimism
1260296321891778560	optimism
1301265689538375685	optimism
1242597558192467968	optimism
1243535704438816769	optimism
1243264478679986176	non optimism
1269026323067895809	non optimism
1248023863226765316	non optimism
1249076159456968706	optimism
1260341419681734656	optimism
1286789240643358736	non optimism
1246939438191489024	non optimism
1285618328640397313	optimism
1271230667465134080	non optimism
1242593919386431490	optimism
1301652032139325440	non optimism
1244901340674809856	non optimism
1246609514205335554	non optimism
1259268592174063617	non optimism
1240778843801227264	non optimism
1232780360120844288	non optimism
1227356515448819714	optimism
1261764347434393600	optimism
1264517845767073793	non optimism
1243991373784551426	non optimism
1318326579332849664	non optimism
1242434464195571712	optimism
1233494882670587907	non optimism
1253804003173023748	optimism
1252377310314901506	optimism
1271178512397828096	optimism
1242867064345223169	non optimism
1246221858048897024	optimism
1313258983797522432	non optimism
1246214756286869504	non optimism
1259937559456526337	non optimism
1246939080123768833	non optimism
1313261517631094784	non optimism
1267330861193736197	optimism
1312710328355106816	optimism
1244773400402440192	non optimism
1242570031046823938	non optimism
1253469597828894722	non optimism
1228336390523383808	optimism
1230425373332180992	non optimism
1226955437439774721	non optimism
1237868568340881408	non optimism
1235213190872657920	non optimism
1313255940922249217	non optimism
1311061235463598093	non optimism
1246213029492031493	optimism
1248026607031332865	optimism
1260292910999678976	optimism
1313984771383590915	non optimism
1234261337762652161	non optimism
1229851822845616133	non optimism
1258850200782876683	non optimism
1233140289792925696	non optimism
1234568394667524096	non optimism
1243185943072264194	non optimism
1242948074324013059	non optimism
1321923006155812870	non optimism
1246204982875107329	non optimism
1245686316785758208	non optimism
1226997528245071872	non optimism
1261416299969646592	optimism
1228708595287588864	optimism
1237146149494099968	non optimism
1246568699890470915	non optimism
1246935428961316865	optimism
1302479138654224393	optimism
1228104439585812480	optimism
1246203045840551941	optimism
1264518748133830656	non optimism
1268196906435522568	optimism
1252376164468813824	optimism
1230273162379587584	non optimism
1252012652013907968	non optimism
1252735334971895808	optimism
1305245512602451970	optimism
1261560655233953794	optimism
1243177858459209729	optimism
1313571656263233537	non optimism
1312160120625745920	non optimism
1240748274795118593	non optimism
1263957111479906309	non optimism
1246940076895952896	non optimism
1238270339047661569	non optimism
1328105004645961728	non optimism
1318320986664636421	non optimism
1256715127719673856	optimism
1333151250204987401	non optimism
1319371870173618185	non optimism
1235679731384807436	non optimism
1323324131299987456	non optimism
1302263947618181127	non optimism
1242783700514938880	optimism
1234990010920620032	optimism
1245712059368476673	optimism
1253071434101989383	optimism
1326610240914284545	optimism
1237882968040804358	non optimism
1254556194255130625	optimism
1240219645715480576	non optimism
1272616912489308160	non optimism
1246928274938363905	optimism
1243888237321555969	optimism
1267442941288689666	optimism
1253821279880216581	non optimism
1271885314596864000	optimism
1313256863387934721	optimism
1236686816817876995	non optimism
1244677775774167040	non optimism
1241442308740075527	non optimism
1238966386845761537	non optimism
1239319795818004481	non optimism
1326255607645605889	non optimism
1229767745245454336	optimism
1240042174017867777	non optimism
1262749068230406146	optimism
1237948215858737154	non optimism
1260283931288645637	optimism
1239696543248048128	non optimism
1326578921077432321	optimism
1243111980468178944	optimism
1233308902479081472	non optimism
1316112347644264449	non optimism
1251986355032375308	optimism
1271213326404468736	optimism
1280273086378471424	optimism
